Total Depth (m),Latitude,Longitude,Elevation,Reference Point,Datum,Start Date,End Date,Operator,Prospect/Field
87,-45.32,170.38,601.44,RL,MSL,"March 23, 2015","March 26, 2015",OCEANA GOLD,Macraes Extension
87,-37.38,175.86,"1,117.55",RL,MSL,"March 11, 2005","March 11, 2005",WAIHI GOLD MINING CO LTD,Favona Mining Area
87,-45.32,170.39,677.43,RL,MSL,"July 1, 2010","July 1, 2010",OCEANA GOLD,Macraes North
87,-45.32,170.38,666,RL,MSL,"March 17, 2015","March 17, 2015",OCEANA GOLD,Macraes Extension
87,-42.18,171.9,462.3,RL,MSL,"November 23, 2010","November 23, 2010",OCEANA GOLD,Empress
87,-45.06,170.9,173.24,RL,MSL,"June 15, 2006","June 15, 2006",HOLCIM NZ LTD,Weston
87,-45.06,170.9,173.24,RL,MSL,"June 15, 2006","June 15, 2006",HOLCIM NZ LTD,Windsor
87,-37.39,175.86,"1,116.45",RL,MSL,"September 1, 2009","September 30, 2009",WAIHI GOLD COMPANY LTD,Waihi
87,-42.18,171.9,566.1,RL,MSL,"February 24, 2010","February 25, 2010",OCEANA GOLD,Souvenir
87,-45.33,170.4,708.57,RL,MSL,"April 8, 2013","April 9, 2013",OCEANA GOLD,Macraes North
87,-37.32,175.78,468,RL,MSL,"February 5, 1987",,CYPRUS MINERALS NZ LTD,"Golden Cross, Waitekauri, Waihi"
86.95,-37.38,175.85,"1,122.08",RL,MSL,"January 1, 2001","January 1, 2001",WAIHI GOLD MINING CO LTD,Favona Mining Area
86.9,-37.38,175.85,-186.99,RL,MSL,"July 5, 2017","July 12, 2017",OCEANA GOLD,Favona
86.8,-42.17,171.89,559.8,RL,MSL,"December 13, 2006","December 16, 2006",OCEANA GOLD,General Gordon
86.7,-37.39,175.85,-69.27,RL,MSL,"November 28, 2016","December 19, 2016",OCEANA GOLD,Favona
86.7,-45.36,170.47,-12.65,RL,MSL,"September 22, 2010","October 9, 2010",OCEANA GOLD,FUG GC
86.7,-42.2,171.89,628,RL,MSL,"September 23, 2013","October 1, 2013",OCEANA GOLD,Globe Progress
86.6,-37.39,175.84,"1,125.50",RL,MSL,"March 3, 1993","March 5, 1993",WAIHI GOLD COMPANY LTD,Waihi
86.6,-37.33,175.78,412,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
86.6,-37.44,175.72,177.26,RL,MSL,"November 15, 2004","December 15, 2004",HERITAGE GOLD NZ LTD,Talisman
86.5,-45.36,170.43,538.61,RL,MSL,"September 23, 2015","September 25, 2015",OCEANA GOLD,Round Hill
86.5,-42.17,171.89,432.85,RL,MSL,"December 17, 2010","December 20, 2010",OCEANA GOLD,Globe Progress
86.4,-37.39,175.86,796.11,RL,MSL,"January 26, 2010","February 5, 2010",WAIHI GOLD MINING CO LTD,Favona Mining Area
86.4,-37.39,175.85,937.93,RL,MSL,"April 6, 2013","April 6, 2013",WAIHI GOLD COMPANY LTD,Favona Mining Permit
86.3,-37.39,175.86,966.01,RL,MSL,"October 17, 2006","October 27, 2006",WAIHI GOLD MINING CO LTD,Favona Mining Area
86.2,-37.33,175.79,382,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
86.2,-37.33,175.79,408,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
86,-38.4,176.28,460,RL,MSL,"January 9, 1989","January 12, 1989",CYPRUS GOLD NZ LTD,"Wharepapa, Reporoa, Rotorua"
86,-37.33,175.78,360,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
86,-45.9,169.7,142.9,RL,MSL,"January 1, 2006","January 1, 2006",AUSTRALASIA GOLD LTD,Weatherstones
86,-45.9,169.7,142.9,RL,MSL,"January 1, 2006","January 1, 2006",AUSTRALASIA GOLD LTD,Weatherstones
86,-45.38,170.45,503.54,RL,MSL,"April 3, 2017","April 3, 2017",OCEANA GOLD,Macraes
86,-37.95,174.79,76,RL,MSL,"October 29, 2011","October 29, 2011",SINOSTEEL AUSTRALIA PTY LTD,Rahanui
86,-45.38,170.47,531.04,RL,MSL,"July 11, 2008","July 11, 2008",OCEANA GOLD,Macraes Gold Project
86,-37.95,174.79,85,RL,MSL,"October 29, 2011","October 29, 2011",SINOSTEEL AUSTRALIA PTY LTD,Rahanui
86,-45.53,170.21,301.07,RL,MSL,"July 25, 2018","July 31, 2018",PLAMAN RESOURCES LIMITED,Foulden Hills
86,-45.32,170.37,585.73,RL,MSL,"May 10, 2016","May 10, 2016",OCEANA GOLD NZ LTD,Macreas Extension
85.9,-37.39,175.86,147.88,RL,MSL,"September 18, 2017","September 22, 2017",OCEANA GOLD,Favona
85.9,-37.12,175.55,243,RL,MSL,"December 11, 1990","December 14, 1990",TASMAN GOLD DEVELOPMENT LTD,"Australasian, Waiotahi Valley, Thames"
85.7,-37.39,175.84,"1,120.00",RL,MSL,"April 6, 1993","April 6, 1993",WAIHI GOLD COMPANY LTD,Waihi
85.7,-37.39,175.85,978.15,RL,MSL,"August 20, 2011","August 20, 2011",WAIHI GOLD MINING CO LTD,Favona Mining Area
85.7,-37.39,175.85,897.22,RL,MSL,"May 21, 2012","May 21, 2012",WAIHI GOLD MINING CO LTD,Favona Mining Area
85.7,-37.38,175.85,835.05,RL,MSL,"February 26, 2015","February 26, 2015",WAIHI GOLD COMPANY LTD,Favona Mining Permit
85.6,-37.44,175.73,172.97,RL,MSL,"June 1, 1984","June 1, 1984",NZ GOLDFIELDS LTD,Talisman
85.6,-42.09,172.02,"1,176.00",RL,MSL,"December 1, 2012","March 13, 2013",SIBURAN RESOURCES LTD,Kirwan Hill
85.6,-37.33,175.78,392,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
85.5,-37.39,175.85,865.24,RL,MSL,"July 2, 2013","July 2, 2013",WAIHI GOLD COMPANY LTD,Favona Mining Permit
85.5,-37.38,175.85,918.58,RL,MSL,"March 22, 2015","March 21, 2016",WAIHI GOLD COMPANY LTD,Favona
85.4,-45.37,170.46,183,RL,MSL,"November 20, 2014","November 25, 2014",OCEANA GOLD,Macraes Extension
85.4,-37.39,175.84,960,RL,MSL,"May 23, 2005","June 3, 2005",WAIHI GOLD COMPANY LTD,Waihi
85.3,-37.39,175.85,925.86,RL,MSL,"March 12, 2012","March 12, 2012",WAIHI GOLD MINING CO LTD,Favona Mining Area
85.3,-37.39,175.86,908.84,RL,MSL,"August 28, 2009","September 7, 2009",WAIHI GOLD COMPANY LTD,Waihi
85.3,-37.39,175.86,908.84,RL,MSL,"August 28, 2009","September 7, 2009",WAIHI GOLD MINING CO LTD,Favona Mining Area
85.3,-37.39,175.85,926.23,RL,MSL,"March 5, 2012","March 5, 2012",WAIHI GOLD MINING CO LTD,Favona Mining Area
85.3,-37.39,175.86,968.27,RL,MSL,"May 19, 2010","May 29, 2010",WAIHI GOLD MINING CO LTD,Favona Mining Area
85.3,-37.39,175.86,968.27,RL,MSL,"May 19, 2010","May 29, 2010",WAIHI GOLD COMPANY LTD,Waihi
85.2,-37.39,175.86,908.22,RL,MSL,"September 1, 2009","September 11, 2009",WAIHI GOLD MINING CO LTD,Favona Mining Area
85.2,-37.39,175.86,997.39,RL,MSL,"April 26, 2010","May 6, 2010",WAIHI GOLD MINING CO LTD,Favona Mining Area
85.2,-37.39,175.86,908.22,RL,MSL,"September 1, 2009","September 11, 2009",WAIHI GOLD COMPANY LTD,Waihi
85.15,-37.39,175.84,962.19,RL,MSL,"June 3, 2005","June 10, 2005",WAIHI GOLD COMPANY LTD,Waihi
85.1,-37.39,175.86,"1,090.32",RL,MSL,"December 16, 2010","December 23, 2010",WAIHI GOLD MINING CO LTD,Favona Mining Area
85.1,-37.39,175.85,"1,123.24",RL,MSL,"November 26, 2007","November 30, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
85.1,-37.39,175.86,850.44,RL,MSL,"January 8, 2008","January 18, 2008",WAIHI GOLD MINING CO LTD,Favona Mining Area
85.1,-37.39,175.86,850.36,RL,MSL,"January 17, 2008","January 27, 2008",WAIHI GOLD MINING CO LTD,Favona Mining Area
85.1,-37.39,175.85,"1,123.24",RL,MSL,"November 26, 2007","November 30, 2007",WAIHI GOLD COMPANY LTD,Waihi
85,-37.33,175.78,403,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
85,-45.32,170.37,634.1,RL,MSL,"April 17, 2018","April 17, 2018",OCEANA GOLD,Macraes
85,-37.38,175.87,984.19,RL,MSL,"July 22, 2006","August 1, 2006",WAIHI GOLD MINING CO LTD,Favona Mining Area
85,-37.39,175.86,"1,029.42",RL,MSL,"July 1, 2009","July 31, 2009",WAIHI GOLD COMPANY LTD,Waihi
85,-45.33,170.39,685.28,RL,MSL,"June 17, 2018","June 17, 2018",OCEANA GOLD,Macraes
85,-45.53,170.22,318,RL,MSL,"September 15, 2015","September 16, 2015",PLAMAN RESOURCES LIMITED,Foulden Hill
85,-45.32,170.39,682.26,RL,MSL,"June 21, 2018","June 22, 2018",OCEANA GOLD,Macraes
85,-37.39,175.86,"1,120.42",RL,MSL,"August 14, 2009","August 14, 2009",WAIHI GOLD MINING CO LTD,Favona Mining Area
85,-37.39,175.85,884.88,RL,MSL,"April 10, 2013","April 10, 2013",WAIHI GOLD COMPANY LTD,Favona Mining Permit
85,-45.38,170.45,505.95,RL,MSL,"June 5, 2017","June 5, 2017",OCEANA GOLD,Macraes
85,-37.15,175.87,120,RL,MSL,"January 1, 1995","January 1, 1995",HERITAGE MINING LTD,Onemana
85,-45.32,170.37,598.99,RL,MSL,"October 29, 2017","October 29, 2017",OCEANA GOLD,Macraes
85,-45.36,170.43,445.01,RL,MSL,"May 7, 1992","May 7, 1992",OCEANA GOLD,Round Hill
85,-37.06,175.85,160,RL,MSL,"July 9, 2011","July 9, 2011",WAIHI GOLD COMPANY LTD,Pine Sinter
85,-37.39,175.85,896.71,RL,MSL,"May 8, 2012","May 8, 2012",WAIHI GOLD MINING CO LTD,Favona Mining Area
85,-45.32,170.39,678.6,RL,MSL,"November 18, 2008","November 18, 2008",OCEANA GOLD,Coronation
85,-45.32,170.37,644.9,RL,MSL,"March 11, 2018","March 11, 2018",OCEANA GOLD,Macraes
85,-45.32,170.39,677.1,RL,MSL,"November 17, 2008","November 18, 2008",OCEANA GOLD,Coronation
85,-45.32,170.38,580.26,RL,MSL,"April 15, 2018","April 15, 2018",OCEANA GOLD,Macraes
85,-45.32,170.39,680.9,RL,MSL,"November 11, 2008","November 11, 2008",OCEANA GOLD,Coronation
85,-45.36,170.43,444.94,RL,MSL,"May 7, 1992","May 7, 1992",OCEANA GOLD,Round Hill
85,-42.17,171.89,562.8,RL,MSL,"July 29, 2009","August 3, 2009",OCEANA GOLD,Globe Progress
85,-45.32,170.38,590.09,RL,MSL,"March 4, 2018","March 4, 2018",OCEANA GOLD,Macraes
85,-37.39,175.86,119.54,RL,MSL,"November 28, 2016","December 19, 2016",OCEANA GOLD,Favona
85,-45.35,170.42,490,RL,MSL,"January 26, 2018","January 27, 2018",OCEANA GOLD,Macraes
85,-45.38,170.45,505.84,RL,MSL,"June 14, 2017","June 15, 2017",OCEANA GOLD,Macraes
85,-45.32,170.37,617.07,RL,MSL,"October 14, 2017","October 14, 2017",OCEANA GOLD,Macraes
85,-45.32,170.38,579.89,RL,MSL,"April 19, 2018","April 19, 2018",OCEANA GOLD,Macraes
85,-45.34,170.42,484.63,RL,MSL,"April 5, 2018","April 5, 2018",OCEANA GOLD,Macraes
85,-37.33,175.78,375,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
85,-45.32,170.38,667.75,RL,MSL,"June 29, 2017","June 30, 2017",OCEANA GOLD,Macraes
84.75,-37.39,175.84,"1,161.40",RL,MSL,"August 1, 1984","December 21, 1987",WAIHI GOLD COMPANY LTD,Waihi
84.7,-37.38,175.86,812.04,RL,MSL,"January 16, 2009","January 26, 2009",WAIHI GOLD MINING CO LTD,Favona Mining Area
84.6,-37.39,175.86,124.47,RL,MSL,"March 30, 2017","April 4, 2017",OCEANA GOLD,Favona
84.5,-45.05,170.9,186.36,RL,MSL,"July 26, 2006","July 26, 2006",HOLCIM NZ LTD,Weston
84.5,-37.39,175.85,"1,096.70",RL,MSL,"January 13, 2003","February 27, 2003",WAIHI GOLD COMPANY LTD,Waihi
84.5,-37.33,175.78,278,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
84.5,-37.38,175.85,"1,096.70",RL,MSL,"January 13, 2003","February 27, 2003",WAIHI GOLD MINING CO LTD,Favona Mining Area
84.42,-39.13,175.82,645.8,RL,MSL,"August 28, 1968","September 5, 1968",NEW ZEALAND GEOLOGICAL SURVEY,Poutu Tunnel Investigations
84.4,-37.55,175.04,75.52,RL,MSL,"January 20, 2012","February 2, 2012",SOLID ENERGY NEW ZEALAND LTD,Rotowest
84.3,-37.39,175.85,948.32,RL,MSL,"January 17, 2012","January 17, 2012",WAIHI GOLD MINING CO LTD,Favona Mining Area
84,-45.35,170.43,452.12,RL,MSL,"November 17, 1997","November 17, 1997",OCEANA GOLD,Round Hill
84,-42.18,171.9,571.7,RL,MSL,"March 2, 2010","March 2, 2010",OCEANA GOLD,Souvenir
84,-37.94,174.79,55,RL,MSL,"November 3, 2011","November 3, 2011",SINOSTEEL AUSTRALIA PTY LTD,Rahanui
84,-37.94,174.79,82,RL,MSL,"November 10, 2011","November 10, 2011",SINOSTEEL AUSTRALIA PTY LTD,Rahanui
84,-45.36,170.44,382.37,RL,MSL,"November 1, 1995","November 2, 1995",OCEANA GOLD,Round Hill
84,-44.96,169.44,810.67,RL,MSL,"April 10, 2018","April 10, 2018",MATAKANUI GOLD LTD,Alluvials
84,-44.96,169.44,800.69,RL,MSL,"April 28, 2018","April 28, 2018",MATAKANUI GOLD LTD,Alluvials
84,-45.43,170.55,337.37,RL,MSL,"December 8, 1998","December 8, 1998",GRD MACRAES LTD,Stoneburn
84,-45.36,170.43,530.19,RL,MSL,"September 25, 2008","September 25, 2008",OCEANA GOLD,Round Hill
84,-37.94,174.79,73,RL,MSL,"November 7, 2011","November 7, 2011",SINOSTEEL AUSTRALIA PTY LTD,Rahanui
84,-42.17,171.9,572.18,RL,MSL,"June 19, 2000","June 19, 2000",GRD MACRAES LIMITED,Globe Progress
84,-45.36,170.43,530.19,RL,MSL,"September 25, 2008","September 25, 2008",OCEANA GOLD,Round Hill
84,-37.39,175.86,"1,008.29",RL,MSL,"April 18, 2012","April 18, 2012",WAIHI GOLD MINING CO LTD,Favona Mining Area
84,-45.43,170.55,393,RL,MSL,"September 10, 1996","September 11, 1996",GRD MACRAES LTD,Stoneburn
84,-37.39,175.85,"1,079.99",RL,MSL,"June 16, 2007","June 16, 2007",WAIHI GOLD COMPANY LTD,Waihi
84,-45.36,170.44,488.83,RL,MSL,"December 8, 1999","December 8, 1999",OCEANA GOLD,Round Hill
84,-37.95,174.79,66,RL,MSL,"October 31, 2011","October 31, 2011",SINOSTEEL AUSTRALIA PTY LTD,Rahanui
84,-42.18,171.9,561.61,RL,MSL,"August 12, 2000","August 13, 2000",GRD MACRAES LIMITED,Globe Progress
84,-45.32,170.36,538.75,RL,MSL,"August 31, 2010","September 1, 2010",OCEANA GOLD,Macraes North
84,-44.96,169.44,828.2,RL,MSL,"April 27, 2018","April 27, 2018",MATAKANUI GOLD LTD,Alluvials
84,-37.94,174.79,86,RL,MSL,"October 5, 2011","October 5, 2011",SINOSTEEL AUSTRALIA PTY LTD,Toreparu
83.7,-45.37,170.47,155.02,RL,MSL,"May 19, 2012","May 22, 2012",OCEANA GOLD,Macraes Frasers Underground
83.6,-37.39,175.86,850.03,RL,MSL,"January 14, 2008","January 24, 2008",WAIHI GOLD MINING CO LTD,Favona Mining Area
83.6,-37.32,175.78,464,RL,MSL,"May 16, 1987",,CYPRUS MINERALS NZ LTD,"Golden Cross, Waitekauri, Waihi"
83.5,-45.32,170.37,629.35,RL,MSL,"September 3, 2017","September 6, 2017",OCEANA GOLD,Macraes
83.4,-37.39,175.85,928.44,RL,MSL,"April 12, 2012","April 12, 2012",WAIHI GOLD MINING CO LTD,Favona Mining Area
83.33,-41.77,171.77,796.72,RL,MSL,"April 29, 2013","May 1, 2013",BULLER MINERALS LTD,Buller Metals
83.3,-37.33,175.78,412,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
83.2,-37.38,175.85,-188.23,RL,MSL,"August 1, 2017","August 3, 2017",OCEANA GOLD,Favona
83,-42.17,171.9,550.8,RL,MSL,"November 12, 2007","November 13, 2007",OCEANA GOLD,General Gordon
83,-42.18,171.9,572.7,RL,MSL,"October 9, 2010","October 10, 2010",OCEANA GOLD,Souvenir
83,-44.95,170.77,193.26,RL,MSL,"June 23, 2006","June 23, 2006",HOLCIM NZ LTD,Ngapara
83,-37.33,175.78,406,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
83,-44.95,170.77,193.26,RL,MSL,"June 23, 2006","June 23, 2006",HOLCIM NZ LTD,Windsor
83,-45.32,170.39,676.16,RL,MSL,"June 6, 2015","June 7, 2015",OCEANA GOLD,Macraes Extension
83,-37.21,175.67,380,RL,MSL,"May 1, 2008","May 1, 2008",GCO MINERALS COMPANY,Joker
83,-42.19,171.9,573.98,RL,MSL,"March 15, 2006","March 17, 2006",OCEANA GOLD,Supreme
83,-45.32,170.37,632.6,RL,MSL,"September 29, 2015","September 29, 2015",OCEANA GOLD,Macraes Extension
83,-37.94,174.79,67,RL,MSL,"November 2, 2011","November 2, 2011",SINOSTEEL AUSTRALIA PTY LTD,Rahanui
82.9,-45.37,170.47,169.55,RL,MSL,"January 24, 2019","January 27, 2019",OCEANA GOLD,Macraes
82.9,-37.39,175.85,369,RL,MSL,"January 1, 2003","January 1, 2003",WAIHI GOLD COMPANY LTD,Union Hill
82.9,-37.39,175.85,948.64,RL,MSL,"January 16, 2012","January 16, 2012",WAIHI GOLD MINING CO LTD,Favona Mining Area
82.9,-37.39,175.85,"1,100.00",RL,MSL,"January 1, 1985","January 30, 1985",WAIHI GOLD MINING CO LTD,Favona Mining Area
82.9,-39.12,175.82,642.15,RL,MSL,"October 2, 1968","October 17, 1968",NEW ZEALAND GEOLOGICAL SURVEY,Poutu Tunnel Investigations
82.8,-37.39,175.85,936.2,RL,MSL,"February 27, 2012","February 27, 2012",WAIHI GOLD MINING CO LTD,Favona Mining Area
82.8,-37.39,175.85,883.3,RL,MSL,"July 4, 2013","July 4, 2013",WAIHI GOLD COMPANY LTD,Favona Mining Permit
82.8,-37.56,178.18,999.25,RL,MSL,"January 1, 2007","January 1, 2007",NORMAN W STACEY & BRIAN L WOOD,Lottin Point
82.59,-37.02,175.55,230.1,RL,MSL,"February 14, 1984","February 24, 1984",CRUSADER MINERALS NZ LTD,"Monowai, Thames"
82.5,-37.38,175.86,843.75,RL,MSL,"March 6, 2009","March 16, 2009",WAIHI GOLD MINING CO LTD,Favona Mining Area
82.5,-37.39,175.85,896.24,RL,MSL,"April 19, 2012","April 19, 2012",WAIHI GOLD MINING CO LTD,Favona Mining Area
82.3,-37.33,175.79,370,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
82.3,-37.39,175.87,112.42,RL,MSL,"February 21, 2018","February 24, 2018",OCEANA GOLD,Favona
82.3,-45.37,170.47,167.13,RL,MSL,"July 30, 2014","August 1, 2014",OCEANA GOLD,Macraes Extension
82.2,-37.38,175.86,842.78,RL,MSL,"February 24, 2009","March 6, 2009",WAIHI GOLD MINING CO LTD,Favona Mining Area
82.1,-37.33,175.78,145,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
82,-45.32,170.39,670.8,RL,MSL,"November 13, 2008","November 13, 2008",OCEANA GOLD,Coronation
82,-37.95,174.79,107,RL,MSL,"October 17, 2011","October 17, 2011",SINOSTEEL AUSTRALIA PTY LTD,Rahanui
82,-42.17,171.89,560.63,KB,MSL,"August 27, 1992","September 1, 1992",MACRAES MINING CO LTD,"Globe Progress, Reefton"
82,-45.36,170.44,503.06,RL,MSL,"August 22, 1997","August 22, 1997",OCEANA GOLD,Round Hill
82,-45.36,170.44,490.1,RL,MSL,"August 22, 1997","August 22, 1997",OCEANA GOLD,Round Hill
82,-42.21,171.89,677,RL,MSL,"November 24, 2011","November 29, 2011",OCEANA GOLD,Merrijigs
82,-37.33,175.78,446,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
81.9,-37.39,175.85,"1,110.54",RL,MSL,"June 12, 1995","June 12, 1995",WAIHI GOLD MINING CO LTD,Favona Mining Area
81.8,-35.49,174.26,247,RL,MSL,"June 7, 2016","November 25, 2016",EVOLUTION MINING NZ PTY LTD,Puhi Puhi
81.8,-35.49,174.26,247,RL,MSL,"October 15, 2016","October 17, 2016",EVOLUTION MINING NZ PTY LTD,Puhipuhi
81.8,-45.36,170.48,-290,RL,MSL,"June 22, 2018","June 25, 2018",OCEANA GOLD,Macraes
81.5,-41.59,171.99,220.88,RL,MSL,"March 12, 2013","March 20, 2013",BULLER MINERALS LTD,Buller Metals
81.5,-38.35,175.07,218.45,RL,MSL,"January 1, 2016","December 31, 2016",GRAYMONT (NZ) LTD,Grainger
81.4,-37.33,175.78,423,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
81.4,-37.38,175.85,832.5,RL,MSL,"March 22, 2015","March 21, 2016",WAIHI GOLD COMPANY LTD,Favona
81.3,-37.39,175.86,909.48,RL,MSL,"May 30, 2007","June 9, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
81.2,-37.39,175.85,896.88,RL,MSL,"May 1, 2012","May 1, 2012",WAIHI GOLD MINING CO LTD,Favona Mining Area
81.2,-37.39,175.85,937.21,RL,MSL,"March 12, 2012","March 12, 2012",WAIHI GOLD MINING CO LTD,Favona Mining Area
81.2,-45.53,170.21,290.05,RL,AMSL,"October 31, 2017","October 31, 2017",Plaman Resources Ltd,Foulden Hills
81.1,-37.33,175.78,428,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
81,-45.38,170.47,532.03,RL,MSL,"July 10, 2008","July 10, 2008",OCEANA GOLD,Macraes Gold Project
81,-37.26,175.02,99.29,KB,MSL,"June 23, 1993",,WINSTONE AGGREGATES LTD,"Cole Road, Pokeno, Pukekohe"
81,-37.94,174.79,67,RL,MSL,"November 2, 2011","November 2, 2011",SINOSTEEL AUSTRALIA PTY LTD,Rahanui
81,-42.18,171.9,464.6,RL,MSL,"October 9, 2006","October 9, 2006",OCEANA GOLD,Empress
81,-45.06,170.9,199.2,RL,MSL,"June 17, 2006","June 17, 2006",HOLCIM NZ LTD,Weston
81,-42.18,171.9,448.7,RL,MSL,"November 25, 2010","November 25, 2010",OCEANA GOLD,Empress
81,-45.44,170.56,400,RL,MSL,"June 26, 1996","June 26, 1996",GRD MACRAES LTD,Stoneburn
81,-37.39,175.85,"1,133.28",RL,MSL,"January 26, 1995","February 1, 1995",WAIHI GOLD COMPANY LTD,Waihi
81,-45.06,170.9,199.2,RL,MSL,"June 17, 2006","June 17, 2006",HOLCIM NZ LTD,Windsor
81,-45.33,170.39,702.82,RL,MSL,"March 26, 2013","March 26, 2013",OCEANA GOLD,Macraes North
81,-45.32,170.39,683.72,RL,MSL,"June 30, 2010","July 1, 2010",OCEANA GOLD,Macraes North
81,-45.32,170.38,673,RL,MSL,"April 21, 2015","April 22, 2015",OCEANA GOLD,Macraes Extension
81,-45.32,170.38,655.48,RL,MSL,"April 22, 2015","April 22, 2015",OCEANA GOLD,Macraes Extension
81,-45.38,170.46,496.01,RL,MSL,"June 21, 2012","June 21, 2012",OCEANA GOLD,Macraes Extension
81,-37.38,175.85,918.62,RL,MSL,"March 22, 2015","March 21, 2016",WAIHI GOLD COMPANY LTD,Favona
81,-45.53,170.22,321,RL,MSL,"September 11, 2015","September 11, 2015",PLAMAN RESOURCES LIMITED,Foulden Hill
81,-37.95,174.79,67,RL,MSL,"October 31, 2011","October 31, 2011",SINOSTEEL AUSTRALIA PTY LTD,Rahanui
81,-37.39,175.86,829.87,RL,MSL,"August 10, 2014","August 10, 2014",WAIHI GOLD COMPANY LTD,Favona Mining Permit
81,-42.18,171.9,450.4,RL,MSL,"November 21, 2010","November 22, 2010",OCEANA GOLD,Empress
81,-42.18,171.9,464.9,RL,MSL,"October 9, 2006","October 9, 2006",OCEANA GOLD,Empress
81,-45.33,170.4,707.78,RL,MSL,"May 10, 2013","May 10, 2013",OCEANA GOLD,Macraes North
81,-45.32,170.38,667.12,RL,MSL,"April 23, 2015","April 24, 2015",OCEANA GOLD,Macraes Extension
81,-45.38,170.45,503.01,RL,MSL,"June 15, 2017","June 16, 2017",OCEANA GOLD,Macraes
81,-42.17,171.89,575.1,RL,MSL,"September 8, 2006","September 8, 2006",OCEANA GOLD,General Gordon
81,-45.32,170.36,533.32,RL,MSL,"January 22, 2011","January 22, 2011",OCEANA GOLD,Macraes North
81,-45.33,170.4,704.43,RL,MSL,"February 13, 2012","February 13, 2012",OCEANA GOLD,Macraes Gold Project
81,-42.18,171.9,444,RL,MSL,"October 25, 2006","October 25, 2006",OCEANA GOLD,Empress
81,-37.39,175.84,"1,135.10",RL,MSL,"August 1, 1982","August 31, 1982",WAIHI GOLD COMPANY LTD,Waihi
81,-45.39,170.46,502.14,RL,MSL,"June 23, 2012","June 23, 2012",OCEANA GOLD,Macraes Extension
81,-45.32,170.39,679.76,RL,MSL,"March 8, 2013","March 9, 2013",OCEANA GOLD,Macraes North
80.9,-45.36,170.43,540.74,RL,MSL,"September 21, 2015","September 23, 2015",OCEANA GOLD,Round Hill
80.9,-37.33,175.78,458,RL,MSL,"March 15, 1986",,CYPRUS MINERALS NZ LTD,"Golden Cross, Waihi"
80.9,-37.39,175.85,830.22,RL,MSL,"April 29, 2014","April 29, 2014",WAIHI GOLD COMPANY LTD,Favona Mining Permit
80.8,-42.18,171.9,448.5,RL,MSL,"November 2, 2006","November 11, 2006",OCEANA GOLD,Empress
80.8,-37.44,175.72,537,KB,MSL,"February 14, 1986",,FREEPORT AUSTRALIAN MINERALS LTD,Karangahake
80.8,-45.37,170.47,167,RL,MSL,"June 12, 2014","June 18, 2014",OCEANA GOLD,Macraes Extension
80.78,-45.3,170.34,637,RL,MSL,"January 1, 2000","January 1, 2000",OCEANA GOLD,Macraes North
80.7,-37.39,175.86,-169.06,RL,MSL,"December 1, 2011","December 1, 2011",WAIHI GOLD COMPANY LTD,Waihi
80.7,-37.39,175.86,795.5,RL,MSL,"January 28, 2010","February 7, 2010",WAIHI GOLD MINING CO LTD,Favona Mining Area
80.7,-37.39,175.86,830.94,RL,MSL,"December 1, 2011","December 1, 2011",WAIHI GOLD MINING CO LTD,Favona Mining Area
80.6,-37.33,175.78,141,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
80.6,-37.39,175.86,"1,129.06",RL,MSL,"November 15, 2011","November 15, 2011",WAIHI GOLD MINING CO LTD,Favona Mining Area
80.6,-37.38,175.86,812.18,RL,MSL,"January 17, 2009","January 27, 2009",WAIHI GOLD MINING CO LTD,Favona Mining Area
80.6,-42.2,171.9,674.22,RL,MSL,"March 31, 1996","April 13, 1996",MACRAES MINING CO LTD,Globe Progress
80.6,-45.36,170.48,-292.27,RL,MSL,"May 28, 2018","May 30, 2018",OCEANA GOLD,Macraes
80.6,-37.39,175.84,"1,136.32",RL,MSL,"January 6, 1995","January 6, 1995",WAIHI GOLD COMPANY LTD,Waihi
