Total Depth (m),Latitude,Longitude,Elevation,Reference Point,Datum,Start Date,End Date,Operator,Prospect/Field
21,-41.66,171.88,643.21,RL,MSL,"July 9, 2005","July 9, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.66,171.89,629.8,RL,MSL,"October 17, 2003","October 17, 2003",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.67,171.86,925.62,RL,MSL,"August 30, 2005","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.68,171.87,860.35,RL,MSL,"April 4, 2005","April 4, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.7,171.86,862.08,RL,MSL,"February 15, 2005","February 16, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.71,171.85,"1,032.11",RL,MSL,"August 30, 2005","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.68,171.86,629.8,RL,MSL,"October 19, 2003","October 20, 2003",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.71,171.89,702.6,KB,MSL,"September 5, 1984",,MINES DEPARTMENT,Buller
21,-41.69,171.86,929.03,RL,MSL,"May 14, 2010","May 14, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.7,171.86,862.08,RL,MSL,"February 15, 2005","February 16, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-37.54,175.19,39.35,RL,MSL,"November 30, 2010","November 30, 2010",SOLID ENERGY NEW ZEALAND LTD,Huntly
21,-41.69,171.86,932.43,RL,MSL,"May 12, 2010","May 12, 2010",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.66,171.88,640,RL,MSL,"July 11, 2005","July 12, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.66,171.88,718.14,RL,MSL,"July 19, 2005","July 19, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.68,171.86,870.21,RL,MSL,"March 29, 2004","March 31, 2004",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-37.62,175.12,115.62,RL,MSL,"April 4, 2019","April 5, 2019",BATHURST COAL LTD,AWA
21,-41.65,171.85,694.24,RL,MSL,"December 6, 2006","December 6, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.69,171.86,929.03,RL,MSL,"May 14, 2010","May 14, 2010",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.66,171.88,639.45,RL,MSL,"September 7, 2005","September 7, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.65,171.86,703.32,RL,MSL,"December 10, 2006","December 12, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.71,171.89,700.03,RL,MSL,"August 6, 2003","August 7, 2003",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
21,-41.7,171.86,867.55,RL,MSL,"April 22, 2004","April 22, 2004",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.66,171.89,649.19,RL,MSL,"August 7, 2006","August 8, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.68,171.88,759.28,RL,MSL,"January 12, 2006","January 13, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.68,171.88,755.78,RL,MSL,"August 2, 2005","August 3, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.66,171.86,827.18,RL,MSL,"December 8, 2004","December 8, 2004",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-45.92,167.95,999.25,RL,MSL,"January 1, 1900",,COAL SURVEY COMMITTEE,Ohai
21,-41.69,171.86,906.27,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
21,-41.66,171.88,661.3,RL,MSL,"December 21, 2005","December 21, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.67,171.87,885.5,RL,MSL,"May 12, 2005","May 13, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.66,171.85,829,RL,MSL,"December 9, 2004","December 9, 2004",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.66,171.88,649.22,RL,MSL,"September 13, 2005","September 13, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.67,171.87,870.21,RL,MSL,"April 1, 2004","April 3, 2004",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.66,171.88,661.3,RL,MSL,"December 21, 2005","December 21, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.71,171.85,0,KB,MSL,"May 25, 1965",,MINES DEPARTMENT,Buller
21,-41.69,171.86,895.49,RL,MSL,"June 30, 2005","June 30, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.67,171.86,924.15,RL,MSL,"August 30, 2005","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.71,171.85,"1,063.88",RL,MSL,"January 27, 2005","January 27, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.68,171.88,751.43,RL,MSL,"August 4, 2005","August 4, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.68,171.86,860.35,RL,MSL,"April 4, 2005","April 4, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-44.95,170.76,175.28,RL,MSL,"November 6, 2010","March 20, 2012",HOLCIM NZ LTD,Ngapara - Herbert
21,-41.66,171.88,649.22,RL,MSL,"September 13, 2005","September 13, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.68,171.88,759.28,RL,MSL,"January 12, 2006","January 13, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.7,171.86,761.31,RL,MSL,"January 18, 2005","January 18, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-37.61,175.06,69.41,RL,MSL,"October 26, 2016","October 26, 2016",BT MINING LTD,ROTOWARO
21,-41.68,171.86,892.04,RL,MSL,"June 23, 2004","June 24, 2004",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.71,171.85,"1,032.50",RL,MSL,"June 12, 2004","June 12, 2004",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.66,171.88,640,RL,MSL,"July 11, 2005","July 12, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.67,171.86,925.18,RL,MSL,"October 27, 2007","October 27, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.69,171.86,940.22,RL,MSL,"May 11, 2010","May 11, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.67,171.88,714.96,RL,MSL,"July 23, 2005","July 23, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.66,171.87,600.57,RL,MSL,"September 22, 2009","September 22, 2009",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.71,171.85,"1,032.11",RL,MSL,"August 30, 2005","August 30, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.67,171.88,710.43,RL,MSL,"July 22, 2005","July 23, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.67,171.86,929.02,RL,MSL,"August 30, 2005","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.66,171.88,639.45,RL,MSL,"September 7, 2005","September 7, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.66,171.88,636.27,RL,MSL,"September 6, 2005","September 6, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.68,171.86,903.01,RL,MSL,"September 8, 2002","September 9, 2002",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-41.7,171.86,867.55,RL,MSL,"April 23, 2004","April 27, 2004",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-37.54,175.19,42.03,RL,MSL,"November 30, 2010","November 30, 2010",SOLID ENERGY NEW ZEALAND LTD,Huntly
21,-41.7,171.86,867.73,RL,MSL,"January 25, 2005","January 26, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
21,-41.68,171.88,755.78,RL,MSL,"August 2, 2005","August 3, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
21,-37.54,175.19,37.59,RL,MSL,"November 30, 2010","November 30, 2010",SOLID ENERGY NEW ZEALAND LTD,Huntly
21,-41.66,171.88,643.21,RL,MSL,"July 9, 2005","July 9, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
20.95,-45.93,167.95,281.5,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.94,-42.1,171.89,239.02,RL,MSL,"January 12, 2005","January 13, 2005",SOLID ENERGY NEW ZEALAND LTD,Reefton
20.91,-41.69,171.86,906.27,RL,MSL,"November 9, 1983","November 9, 1983",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.9,-41.68,171.89,725.24,RL,MSL,"February 21, 2011","February 21, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
20.9,-41.68,171.87,875.35,RL,MSL,"May 16, 2005","May 16, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.9,-41.68,171.89,721.36,RL,MSL,"February 22, 2011","February 22, 2011",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.9,-41.68,171.89,725.24,RL,MSL,"February 21, 2011","February 21, 2011",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.9,-41.68,171.87,875.35,RL,MSL,"May 16, 2005","May 16, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
20.9,-41.68,171.89,721.36,RL,MSL,"February 22, 2011","February 22, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
20.9,-41.66,171.88,600.93,RL,MSL,"September 28, 2009","September 28, 2009",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.9,-41.66,171.86,834.93,RL,MSL,"July 22, 2002","July 23, 2002",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.9,-41.66,171.87,612.78,RL,MSL,"August 21, 2009","August 21, 2009",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.9,-41.66,171.86,834.93,RL,MSL,"July 15, 2002","July 16, 2002",SOLID ENERGY NEW ZEALAND LTD,Buller
20.88,-41.65,171.85,681.42,RL,MSL,"April 1, 1955","May 1, 1955",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.88,-45.92,167.95,306.42,RL,MSL,"July 18, 1953","July 18, 1953",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.8,-41.68,171.87,875.28,RL,MSL,"May 16, 2005","May 17, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
20.8,-41.68,171.87,875.28,RL,MSL,"May 16, 2005","May 17, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.73,-45.91,167.96,339.86,RL,MSL,"September 28, 1951","September 28, 1951",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.73,-41.66,171.86,815.22,RL,MSL,"May 1, 1954","May 1, 1954",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.73,-45.92,167.96,309.47,RL,MSL,"December 3, 1949","December 3, 1949",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.73,-42.36,171.29,172.21,RL,MSL,"February 1, 1963","October 11, 1963",SOLID ENERGY NEW ZEALAND LTD,Buller
20.73,-42.36,171.32,216.41,RL,MSL,"April 18, 1963","April 18, 1963",SOLID ENERGY NEW ZEALAND LTD,Buller
20.73,-41.69,171.86,942.23,RL,MSL,"October 19, 1960","October 19, 1960",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.72,-41.67,171.87,809.9,RL,MSL,"December 1, 1947","December 1, 1947",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.7,-41.68,171.86,937.58,RL,MSL,"October 25, 2003","October 26, 2003",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.7,-41.68,171.86,937.58,RL,MSL,"October 27, 2003","October 28, 2003",SOLID ENERGY NEW ZEALAND LTD,Buller
20.64,-42.1,171.89,0,RL,MSL,"January 12, 2005","January 13, 2005",SOLID ENERGY NEW ZEALAND LTD,Reefton
20.6,-41.66,171.85,773.51,RL,MSL,"September 16, 2005","September 19, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.6,-41.66,171.86,765.91,RL,MSL,"February 11, 2004","February 12, 2004",SOLID ENERGY NEW ZEALAND LTD,Buller
20.6,-41.65,171.86,773.51,RL,MSL,"September 16, 2005","September 19, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
20.6,-37.48,175.18,6,RL,MSL,"February 14, 1986","February 14, 1986",SOLID ENERGY NEW ZEALAND LTD,Ohinewai
20.6,-41.66,171.86,765.91,RL,MSL,"February 11, 2004","February 11, 2004",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.6,-41.7,171.89,701.58,RL,MSL,"November 15, 2001","November 24, 2001",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
20.5,-41.66,171.86,795.59,RL,MSL,"December 3, 2004","December 4, 2004",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.5,-44.95,170.76,155.3,RL,MSL,"June 14, 1977","June 15, 1977",NZ CEMENT HOLDINGS LTD,Ngapara - Herbert
20.5,-44.95,170.76,155.9,RL,MSL,"June 21, 1977","June 21, 1977",NZ CEMENT HOLDINGS LTD,Ngapara - Herbert
20.5,-41.66,171.86,795.59,RL,MSL,"December 8, 2004","December 8, 2004",SOLID ENERGY NEW ZEALAND LTD,Buller
20.42,-45.93,167.94,298.46,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.42,-41.73,171.86,691.75,RL,MSL,"January 14, 1948","January 19, 1948",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
20.42,-45.93,167.94,300.97,RL,MSL,"April 1, 1985","April 1, 1985",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.42,-45.92,167.96,308.25,RL,MSL,"October 10, 1953","October 10, 1953",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.42,-45.93,167.93,294.84,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.42,-41.57,171.99,205,RL,MSL,"December 20, 2012","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,NORTHBULL
20.42,-45.92,167.95,306.73,RL,MSL,"June 30, 1953","June 30, 1953",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.42,-45.93,167.94,298.19,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.42,-45.93,167.94,295.14,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.4,-41.66,171.89,598.53,RL,MSL,"March 18, 2008","March 19, 2008",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.4,-46.19,169.83,5,RL,MSL,"July 7, 2006","July 9, 2006",L & M CENTRAL OTAGO LIGNITE LIMITED,Kaitangata
20.4,-41.67,171.85,948.53,RL,MSL,"March 2, 2007","March 6, 2007",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.4,-41.67,171.85,948.53,RL,MSL,"March 2, 2007","March 6, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
20.4,-41.65,171.87,629.36,RL,MSL,"March 30, 2009","March 30, 2009",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.4,-45.93,167.96,306.4,RL,MSL,"March 30, 1957","March 30, 1957",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.4,-41.65,171.87,595.46,RL,MSL,"June 7, 2011","June 7, 2011",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.35,-41.69,171.9,646.21,RL,MSL,"June 1, 1954","June 1, 1954",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
20.34,-41.68,171.86,912.99,RL,MSL,"November 17, 1982","November 19, 1982",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.3,-41.71,171.85,"1,034.72",RL,MSL,"January 31, 2005","January 31, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.3,-41.71,171.85,"1,077.42",RL,MSL,"July 21, 1982","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.3,-41.71,171.84,"1,034.72",RL,MSL,"January 31, 2005","January 31, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
20.3,-46.19,169.83,13,RL,MSL,"July 7, 2006","July 9, 2006",L & M CENTRAL OTAGO LIGNITE LIMITED,Kaitangata
20.3,-41.75,171.8,672.38,RL,MSL,"January 14, 2013","January 14, 2013",BULLER COAL LTD,Buller
20.3,-41.66,171.87,613.48,RL,MSL,"December 13, 2007","December 13, 2007",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.3,-41.66,171.87,613.48,RL,MSL,"December 13, 2007","December 13, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
20.3,-41.77,171.79,641.84,RL,MSL,"February 1, 2012","February 1, 2012",BULLER COAL LTD,Buller
20.27,-45.92,167.95,306.72,RL,MSL,"June 20, 1953","June 20, 1953",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.27,-45.93,167.94,297.89,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.27,-41.78,171.78,714.08,RL,MSL,"December 1, 1960","December 1, 1960",SOLID ENERGY NEW ZEALAND LTD,DENN
20.27,-45.93,167.94,298.8,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.2,-41.66,171.87,619.31,RL,MSL,"December 14, 2007","December 17, 2007",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.2,-41.66,171.86,796.04,RL,MSL,"March 1, 2005","March 1, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.2,-41.9,171.83,355,RL,MSL,"June 21, 2010","June 23, 2010",HEAPHY MINING LTD,Inangahua
20.2,-41.66,171.86,796.04,RL,MSL,"March 1, 2005","March 1, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
20.2,-45.93,167.95,308.95,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.2,-41.68,171.9,572.44,RL,MSL,"September 20, 2011","September 23, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
20.2,-41.68,171.9,572.91,RL,MSL,"September 20, 2011","September 23, 2011",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
20.2,-41.66,171.87,619.31,RL,MSL,"December 14, 2007","December 17, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
20.17,-42.35,171.29,249.33,RL,MSL,"March 23, 1946","March 30, 1946",SOLID ENERGY NEW ZEALAND LTD,Buller
20.15,-41.67,171.88,779.92,RL,MSL,"December 13, 2011","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.12,-45.92,167.95,307.03,RL,MSL,"July 18, 1953","July 18, 1953",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.12,-45.93,167.94,296.94,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.12,-41.73,171.83,742,RL,MSL,"December 20, 2012","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
20.12,-41.68,171.86,933.49,RL,MSL,"August 14, 1960","August 14, 1960",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.12,-45.92,167.96,309.47,RL,MSL,"December 10, 1949","December 10, 1949",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.12,-42.36,171.26,63.7,RL,MSL,"May 1, 1932","March 15, 1915",SOLID ENERGY NEW ZEALAND LTD,Buller
20.12,-45.93,167.94,300.36,RL,MSL,"April 1, 1985","April 1, 1985",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.12,-38.11,175.06,174.1,RL,MSL,"June 2, 1954","June 10, 2010",SOLID ENERGY NEW ZEALAND LTD,Kawhia
20.12,-41.67,171.87,822.26,RL,MSL,"June 1, 1949","June 1, 1949",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20.12,-45.93,167.94,309.77,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
20.1,-41.67,171.88,686.2,RL,MSL,"May 4, 2005","May 4, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
20.1,-41.75,171.8,670.94,RL,MSL,"January 10, 2013","January 10, 2013",BULLER COAL LTD,Buller
20.1,-41.67,171.88,686.2,RL,MSL,"May 4, 2005","May 4, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20,-41.66,171.86,784.07,RL,MSL,"May 20, 2002","May 22, 2002",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20,-41.71,171.85,"1,041.20",RL,MSL,"July 23, 2007","July 24, 2007",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20,-41.71,171.85,"1,042.57",RL,MSL,"July 24, 2007","July 24, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
20,-41.91,171.44,14.3,KB,MSL,"January 1, 1900",,GRAMPIAN MINING,Charleston
20,-41.71,171.85,0,KB,MSL,"April 10, 1965",,MINES DEPARTMENT,Buller
20,-41.59,171.99,213.46,RL,MSL,"April 15, 2013","April 16, 2013",BULLER COAL LTD,Buller
20,-45.95,168.02,165.99,RL,MSL,"August 30, 2017","August 30, 2017",BATHURST COAL LTD,Ohai
20,-41.66,171.87,613.42,RL,MSL,"May 24, 2007","May 24, 2007",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20,-41.71,171.85,"1,041.20",RL,MSL,"July 23, 2007","July 24, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
20,-41.7,171.85,"1,032.57",RL,MSL,"August 17, 2006","August 17, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20,-41.71,171.85,"1,035.97",RL,MSL,"August 30, 2005","August 30, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
20,-35.04,173.26,0,KB,MSL,"January 1, 1900",,UNKNOWN,Awanui
20,-41.71,171.85,"1,035.97",RL,MSL,"August 30, 2005","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20,-41.68,171.86,951.03,RL,MSL,"October 16, 2006","October 16, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
20,-41.57,171.99,205,KB,MSL,"January 1, 1907",,UNKNOWN,Buller
20,-37.87,175.09,137,KB,MSL,"April 27, 1979",,FLETCHER CHALLENGE/GLEN AFTON COLLIERIES,Whatawhata
20,-41.66,171.86,784.07,RL,MSL,"May 22, 2002","May 23, 2002",SOLID ENERGY NEW ZEALAND LTD,Buller
20,-37.54,175.18,37.75,RL,MSL,"February 28, 2012","February 28, 2012",SOLID ENERGY NEW ZEALAND LTD,Huntly
20,-41.7,171.85,"1,032.57",RL,MSL,"August 17, 2006","August 17, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
20,-41.66,171.87,613.42,RL,MSL,"May 24, 2007","May 24, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
20,-41.57,171.99,215.62,RL,MSL,"October 4, 2012","October 10, 2012",BULLER COAL LTD,Buller
20,-41.91,171.46,0,KB,MSL,"January 1, 1900",,GRAMPIAN MINING,Charleston
20,-41.66,171.87,612.26,RL,MSL,"May 28, 2007","May 28, 2007",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20,-41.69,171.86,898.09,RL,MSL,"October 8, 2010","October 8, 2010",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20,-41.65,171.86,654.57,RL,MSL,"September 4, 2012","September 4, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20,-45.91,167.96,358.5,KB,MSL,"May 23, 2012","May 23, 2012",SOLID ENERGY NEW ZEALAND LTD,Ohai
20,-41.66,171.87,619.31,RL,MSL,"December 5, 2012","December 5, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20,-44.95,170.77,147.3,RL,MSL,"September 3, 1976","September 7, 1976",NZ CEMENT HOLDINGS LTD,Ngapara - Herbert
20,-45.92,167.96,173.43,RL,MSL,"January 1, 1900",,COAL SURVEY COMMITTEE,Ohai
20,-44.95,170.76,147.5,RL,MSL,"July 23, 1976","July 23, 1976",NZ CEMENT HOLDINGS LTD,Ngapara - Herbert
20,-41.73,171.86,692.8,KB,MSL,"January 19, 1953",,LIME & MARBLE LTD,Buller
20,-41.92,171.44,34.5,KB,MSL,"January 1, 1900",,GRAMPIAN MINING,Charleston
20,-41.7,171.9,761.1,KB,MSL,"January 1, 1986",,NZCRS,Buller
20,-41.66,171.87,620.73,RL,MSL,"December 5, 2012","December 5, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20,-41.7,171.85,"1,031.64",RL,MSL,"August 17, 2006","August 17, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20,-41.7,171.85,"1,031.64",RL,MSL,"August 17, 2006","August 17, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
20,-41.66,171.87,618.67,RL,MSL,"December 5, 2012","December 5, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20,-41.68,171.86,951.03,RL,MSL,"October 16, 2006","October 16, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20,-44.98,169.98,578,RL,MSL,"January 1, 1982","January 30, 1982",MINZIMP EXPLORATION LTD,Idaburn
20,-45.85,167.77,253,RL,MSL,"March 13, 2014","March 13, 2014",ORETI RESOURCES LTD,Ohai
20,-45.91,167.96,358.5,RL,MSL,"May 23, 2012","May 23, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
20,-41.66,171.86,805.9,KB,MSL,"August 23, 1983",,MINES DEPARTMENT,Buller
20,-41.69,171.86,897,KB,MSL,"October 5, 1983",,MINES DEPARTMENT,Buller
20,-41.64,171.86,445.68,RL,MSL,"December 20, 2012","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20,-41.69,171.86,898.09,RL,MSL,"October 8, 2010","October 8, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
20,-41.75,171.8,667.45,RL,MSL,"January 11, 2013","January 11, 2013",BULLER COAL LTD,Buller
20,-41.66,171.85,837.9,KB,MSL,"July 7, 1983",,MINES DEPARTMENT,Buller
20,-41.65,171.87,589.5,KB,MSL,"April 7, 1977",,UNKNOWN,Buller
20,-41.68,171.86,912.97,KB,MSL,"November 19, 1982",,MINES DEPARTMENT,Buller
20,-41.58,171.98,208,KB,MSL,"January 1, 1910",,UNKNOWN,Buller
20,-35.05,173.26,0,KB,MSL,"January 1, 1900",,UNKNOWN,Awanui
20,-41.71,171.85,"1,042.57",RL,MSL,"July 24, 2007","July 24, 2007",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
20,-41.66,171.87,612.26,RL,MSL,"May 28, 2007","May 28, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
20,-41.67,171.86,876.27,KB,MSL,"June 11, 1982",,MINES DEPARTMENT,Buller
19.96,-41.7,171.9,804.08,RL,MSL,"February 1, 1966","February 21, 1966",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
19.95,-41.66,171.86,794.88,RL,MSL,"July 21, 1982","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.9,-41.68,171.86,916.66,RL,MSL,"April 26, 2005","April 26, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
19.9,-41.68,171.86,916.66,RL,MSL,"April 26, 2005","April 26, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.82,-41.67,171.86,872.53,RL,MSL,"March 6, 1990","March 7, 1990",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
