Total Depth (m),Title,Purpose,Latitude,Longitude,EPSG,Elevation,Reference Point,Datum,UWI,Result,Start Date,End Date,Operator
"2,129.00",Taramakau-1,exploration,-42.59,171.13,"4,326",36.27,DF,MSL,100000021902,oil,"December 18, 1963","February 14, 1964",SHELL BP AND TODD OIL SERVICES LTD
"2,125.00",Copper Moki-4,exploration,-39.39,174.34,"4,326",222.7,RT,MSL,100000749205,oil,"March 28, 2012","April 16, 2012",TARANAKI VENTURES LTD
"2,120.00",Ratanui-1,exploration,-39.15,174.25,"4,326",152,RT,MSL,100000595897,gas shows,"February 2, 2007","February 17, 2007",AUSTRAL-PACIFIC ENERGY (NZ) LTD
"2,116.00",Notown-1,exploration,-42.44,171.44,"4,326",0,KB,MSL,100000113308,dry,"March 20, 1944","September 30, 1944",NEW ZEALAND PETROLEUM CO LTD
"2,100.00",Ngatoro-5,appraisal,-39.21,174.17,"4,326",335.6,KB,MSL,100000170373,oil/gas,"December 20, 1993","January 12, 1994",NEW ZEALAND OIL AND GAS LTD (NZOG)
"2,100.00",Ngatoro-8,appraisal,-39.2,174.17,"4,326",328,KB,MSL,100000210422,oil/gas,"April 22, 1996","May 3, 1996",NEW ZEALAND OIL AND GAS LTD (NZOG)
"2,098.00",Manutahi-D2H,appraisal,-39.71,174.4,"4,326",41.97,RT,MSL,100000712761,oil,"March 12, 2011","April 7, 2011",ORIGIN ENERGY RESOURCES LTD
"2,096.40",Stantiall-1,exploration,-40.08,175.33,"4,326",157.89,DF,MSL,100000113579,dry,"September 21, 1942","November 5, 1942",SUPERIOR OIL CO NZ LTD
"2,096.00",Konini-1,exploration,-39.35,174.2,"4,326",463,RT,MSL,100000547862,dry,"November 16, 2005","December 1, 2005",BRIDGE PETROLEUM LIMITED
"2,095.00",Toetoe-8,production,-39.11,174.33,"4,326",80.6,KB,MSL,100000279806,oil,"October 4, 1992","October 15, 1992",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,085.00",Waitapu-2,exploration,-39.4,174.34,"4,326",232.5,RT,MSL,100000756007,oil/gas,"August 29, 2012","October 31, 2012",TARANAKI VENTURES LTD
"2,084.00",Supplejack South-1A,exploration,-39.16,174.23,"4,326",184,RT,MSL,100000564732,shows,"December 20, 2005","December 26, 2005",AUSTRAL-PACIFIC ENERGY (NZ) LTD
"2,084.00",Copper Moki-2,exploration,-39.39,174.34,"4,326",222.95,RT,MSL,100000746023,oil,"January 22, 2012","February 8, 2012",TARANAKI VENTURES LTD
"2,083.00",Maari-1A,exploration,-39.97,173.3,"4,326",25.4,RT,MSL,100000313232,oil/gas,"November 21, 1998","December 1, 1998",SHELL TODD OIL SERVICES LIMITED
"2,075.00",Southern Cross-A1,exploration,-39.28,174.32,"4,326",287,DF,MSL,100000785577,gas shows,"March 26, 2014","April 9, 2014",CHEAL PETROLEUM LTD
"2,070.00",Manutahi-D3H ST2,appraisal,-39.71,174.4,"4,326",41.97,RT,MSL,100000732442,oil shows,"May 28, 2011","June 28, 2011",ORIGIN ENERGY RESOURCES LTD
"2,065.00",Goldie-1,exploration,-39.18,174.17,"4,326",285,KB,MSL,100000371034,oil,"February 2, 2001","February 27, 2001",INDO-PACIFIC ENERGY LTD
"2,063.00",Ngatoro-11,appraisal,-39.19,174.18,"4,326",291.65,KB,MSL,100000290650,oil,"June 28, 1998","July 21, 1998",NEW ZEALAND OIL AND GAS LTD (NZOG)
"2,060.00",Crusader-1A,exploration,-39.12,174.1,"4,326",144,RT,MSL,100000366709,shows,"September 11, 2000","September 19, 2000",GEL EXPLORATION INC
"2,059.00",Goldie-2 ST2,appraisal,-39.18,174.17,"4,326",284,DF,MSL,100000787558,unknown,"January 29, 2007","February 9, 2007",GREYMOUTH PETROLEUM LTD
"2,052.00",Cheal-B7,appraisal,-39.38,174.31,"4,326",258.1,RT,MSL,100000747453,oil/gas,"January 13, 2012","January 31, 2012",TAG OIL LTD
"2,050.00",Karaka-A1,exploration,-39.03,174.25,"4,326",22.62,RT,MSL,100000534002,dry,"January 21, 2005","February 2, 2005",SWIFT ENERGY NEW ZEALAND LTD
"2,050.00",Salisbury-1,exploration,-39.24,174.22,"4,326",322.4,KB,MSL,100000209463,dry,"March 10, 1996","March 23, 1996",NEW ZEALAND OIL AND GAS LTD (NZOG)
"2,046.00",Toetoe-6B,production,-39.11,174.32,"4,326",123.4,KB,MSL,100000329459,gas,"November 10, 1999","November 30, 1999",FLETCHER CHALLENGE ENERGY TARANAKI
"2,045.20",Kauhauroa-4B,exploration,-38.95,177.45,"4,326",106.8,RT,MSL,100000790988,shows,"April 29, 2001","June 3, 2001",WESTECH ENERGY NEW ZEALAND LTD
"2,042.16",Te Puia-1,exploration,-38.03,178.27,"4,326",210,KB,MSL,100000022157,dry,"June 9, 1972","August 5, 1972",ALLIANCE PETROLEUM NZ LTD
"2,036.98",Morere-1,exploration,-39.06,177.81,"4,326",20.1,KB,MSL,100000022161,gas shows,"February 12, 1940","November 20, 1941",NZ PETROLEUM EXPLORATION CO LTD
"2,034.00",Tuhara-1B,exploration,-39.04,177.54,"4,326",9.7,KB,MSL,100000435570,gas shows,"June 5, 2002","June 24, 2002",WESTECH ENERGY NEW ZEALAND LTD
"2,032.00",Cheal-A12,appraisal,-39.39,174.3,"4,326",270.7,RT,MSL,100000759991,oil/gas,"August 3, 2012","August 17, 2012",CHEAL PETROLEUM LTD
"2,032.00",Ngatoro-13,exploration,-39.21,174.18,"4,326",323.75,DF,MSL,100000787699,unknown,"October 28, 2006","November 18, 2006",GREYMOUTH PETROLEUM LTD
"2,030.00",Moturoa-6 ST2,exploration,-39.06,174.04,"4,326",8.3,DF,MSL,100000609125,shows,"March 17, 2007","March 22, 2007",GREYMOUTH PETROLEUM LTD
"2,024.00",Ngatoro-11 ST1,appraisal,-39.19,174.18,"4,326",290,KB,MSL,100000787561,unknown,"July 9, 2007","July 28, 2007",GREYMOUTH PETROLEUM LTD
"2,017.57",Solander-1,exploration,-46.35,167.15,"4,326",26.84,RT,MSL,100000113556,dry,"November 26, 1985","December 27, 1985",BP OIL EXPLORATION CO NZ LTD
"2,015.50",Kongahu-1,exploration,-41.25,171.87,"4,326",26,KB,MSL,100000113552,shows,"June 21, 1984","July 1, 1984",HOME ENERGY NZ LTD
"2,014.00",Kiakia-1,exploration,-39,177.25,"4,326",279,KB,MSL,100000291763,shows,"July 6, 1998","August 21, 1998",WESTECH ENERGY NEW ZEALAND LTD
"2,013.10",Cheal-E8,exploration,-39.38,174.33,"4,326",227.8,RT,MSL,100000830255,oil/gas,"April 23, 2017","May 12, 2017",TAG OIL LTD
"2,009.00",Upukerora-1,exploration,-45.35,167.93,"4,326",453.7,KB,MSL,100000113201,dry,"November 25, 1987","December 15, 1987",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,005.00",Manaia-2,appraisal,-40.03,173.24,"4,326",25.9,RT,MSL,100000769345,gas shows,"September 1, 2013","November 24, 2013",OMV NEW ZEALAND LIMITED
"2,003.00",Pohokura South-1A,appraisal,-38.99,174.3,"4,326",38,RT,MSL,100000449000,water,"September 28, 2002","January 5, 2003",SHELL TODD OIL SERVICES LIMITED
"2,001.50",Ngatoro-9,production,-39.19,174.18,"4,326",291.65,KB,MSL,100000290639,oil,"June 6, 1998","June 25, 1998",NEW ZEALAND OIL AND GAS LTD (NZOG)
"2,001.00",Kaimiro-7 ST1,appraisal,-39.17,174.17,"4,326",244.7,RT,MSL,100000572127,shows,"May 18, 2006","May 24, 2006",GREYMOUTH PETROLEUM LTD
"2,001.00",Salisbury-1 ST2,exploration,-39.24,174.22,"4,326",320.9,DF,MSL,100000704805,dry,"June 13, 2009","June 22, 2009",GREYMOUTH PETROLEUM LTD
"2,000.00",Ngatoro-2,exploration,-39.19,174.18,"4,326",294.94,KB,MSL,100000127958,oil,"October 12, 1991","November 17, 1991",NEW ZEALAND OIL AND GAS LTD (NZOG)
"1,999.00",Sidewinder-4,appraisal,-39.21,174.2,"4,326",295.15,RT,MSL,100000790916,dry,"April 11, 2011","May 9, 2011",TAG OIL LTD
"1,980.00",York-2,exploration,-39.27,174.24,"4,326",361.7,DF,MSL,100000790966,gas shows,"August 27, 2013","September 15, 2013",GREYMOUTH PETROLEUM LTD
"1,971.00",Wairere-1,exploration,-39.41,174.3,"4,326",234.88,RT,MSL,100000759695,dry,"January 18, 2013","February 19, 2013",TARANAKI VENTURES LTD
"1,963.00",Resolution-1,exploration,-44.19,172.64,"4,326",10,RT,MSL,100000022150,dry,"July 9, 1975","July 31, 1975",SHELL BP TODD CANTERBURY SERVICES LTD
"1,963.00",Manutahi-D4H ST2,appraisal,-39.71,174.4,"4,326",41.94,RT,MSL,100000732445,oil shows,"May 16, 2011","May 24, 2011",ORIGIN ENERGY RESOURCES LTD
"1,956.00",Dean-1A,exploration,-45.92,167.66,"4,326",105.8,RT,MSL,100000610067,shows,"May 24, 2007","July 7, 2007",L & M PETROLEUM LTD
"1,951.00",Supplejack South-1,exploration,-39.16,174.23,"4,326",184,RT,MSL,100000548619,shows,"December 6, 2005","December 17, 2005",AUSTRAL-PACIFIC ENERGY (NZ) LTD
"1,947.00",Cheal-2,appraisal,-39.39,174.3,"4,326",269.8,KB,MSL,100000201138,oil/gas,"September 21, 1995","October 7, 1995",NEW ZEALAND OIL AND GAS LTD (NZOG)
"1,946.00",Korimako-1,exploration,-37.58,174.27,"4,326",26,RT,MSL,100000708113,shows,"October 18, 2010","November 4, 2010",ORIGIN ENERGY RESOURCES LTD
"1,940.50",Cheal-G3,exploration,-39.4,174.28,"4,326",260.45,RT,MSL,100000774254,gas,"February 15, 2014","March 2, 2014",CHEAL PETROLEUM LTD
"1,939.00",Cheal-E6,exploration,-39.38,174.33,"4,326",227.8,RF,MSL,100000795023,oil/gas,"November 4, 2014","November 26, 2014",CHEAL PETROLEUM LTD
"1,938.00",Kereru-1,exploration,-39.66,176.44,"4,326",361,KB,MSL,100000223432,gas shows,"November 18, 1996","November 30, 1996",INDO-PACIFIC ENERGY LTD
"1,936.00",Cheal-A6 ST1,exploration,-39.39,174.3,"4,326",268.1,RT,MSL,100000681812,gas shows,"July 1, 2008","July 16, 2008",AUSTRAL-PACIFIC ENERGY (NZ) LTD
"1,936.00",Hihi-1,exploration,-39.21,174.26,"4,326",250.1,RT,MSL,100000529010,shows,"October 29, 2004","November 9, 2004",TAP OIL LIMITED
"1,935.40",Surrey-1,exploration,-39.24,174.22,"4,326",335.1,KB,MSL,100000466517,oil/gas,"November 8, 2002","November 20, 2002",WESTECH ENERGY NEW ZEALAND LTD
"1,934.00",Kora-3,exploration,-38.37,173.86,"4,326",27.7,KB,MSL,100000113541,oil shows,"July 2, 1988","August 4, 1988",ARCO PETROLEUM NZ INC
"1,930.00",Ngatoro-6,production,-39.2,174.17,"4,326",327.4,KB,MSL,100000210185,oil,"March 27, 1996","April 8, 1996",NEW ZEALAND OIL AND GAS LTD (NZOG)
"1,930.00",Cheal-A6,exploration,-39.39,174.3,"4,326",268.1,RT,MSL,100000626697,oil shows,"June 11, 2008","July 16, 2008",AUSTRAL-PACIFIC ENERGY (NZ) LTD
"1,927.00",Cheal-B3,appraisal,-39.38,174.31,"4,326",257.3,RT,MSL,100000580694,oil/gas,"November 17, 2006","November 27, 2006",AUSTRAL-PACIFIC ENERGY (NZ) LTD
"1,921.00",Kaimiro-6,production,-39.17,174.16,"4,326",261.86,KB,MSL,100000182347,oil,"October 14, 1994","November 2, 1994",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,921.00",Cheal-E7,exploration,-39.38,174.33,"4,326",227.8,RF,MSL,100000795829,oil/gas,"November 29, 2014","December 22, 2014",CHEAL PETROLEUM LTD
"1,918.00",Tuhua-2,appraisal,-39.06,174.35,"4,326",178.9,KB,MSL,100000787727,dry,"August 18, 1983","September 12, 1983",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,915.00",Kokatahi-1,exploration,-42.8,171.14,"4,326",136.4,KB,MSL,100000113184,dry,"September 30, 1987","October 28, 1987",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,914.00",Kora-1A,exploration,-38.38,173.86,"4,326",26.8,KB,MSL,100000787635,oil,"February 5, 1988","February 16, 1988",ARCO PETROLEUM NZ INC
"1,912.00",Cheal-A11,appraisal,-39.39,174.3,"4,326",270.7,RT,MSL,100000759990,oil/gas,"July 14, 2012","July 29, 2012",TAG OIL LTD
"1,912.00",Ngatoro-14,exploration,-39.21,174.19,"4,326",303.96,DF,MSL,100000755094,gas shows,"April 2, 2012","April 23, 2012",GREYMOUTH PETROLEUM LTD
"1,911.00",Tuatara-1,exploration,-40.9,173.56,"4,326",26,RT,LAT,100000705768,oil shows,"July 25, 2010","August 20, 2010",AWE NEW ZEALAND PTY LTD
"1,910.00",Cheal-E1,exploration,-39.38,174.33,"4,326",227.5,DF,MSL,100000769136,oil/gas,"August 18, 2013","September 9, 2013",CHEAL PETROLEUM LTD
"1,905.28",Puka-2,appraisal,-39.4,174.4,"4,326",212.1,DF,MSL,100000758169,oil shows,"November 28, 2012","February 22, 2013",KEA EXPLORATION LTD
"1,898.82",Ngatoro-3 ST1,exploration,-39.18,174.19,"4,326",262.91,DF,MSL,100000787700,oil,"September 26, 2005","October 5, 2005",GREYMOUTH PETROLEUM LTD
"1,892.00",Cheal-A3X,exploration,-39.39,174.3,"4,326",265.7,RT,MSL,100000501980,oil/gas,"April 12, 2004","May 3, 2005",AUSTRAL-PACIFIC ENERGY (NZ) LTD
"1,892.00",Cheal-B9,exploration,-39.38,174.31,"4,326",258,RT,MSL,100000789539,oil/gas,"May 20, 2014","June 7, 2014",TAG OIL LTD
"1,884.00",Miromiro-1,exploration,-39.14,174.29,"4,326",126.5,RT,MSL,100000530438,dry,"December 12, 2004","December 22, 2004",TAP OIL LIMITED
"1,879.70",Mason Ridge-1,exploration,-39.67,176.6,"4,326",236,KB,MSL,100000022167,dry,"May 30, 1971","June 23, 1971",BEAVER EXPLORATION NZ LTD
"1,879.00",Ngatoro-7,production,-39.2,174.17,"4,326",327.4,KB,MSL,100000210191,oil,"April 9, 1996","April 20, 1996",NEW ZEALAND OIL AND GAS LTD (NZOG)
"1,872.00",Cheal A-2 ST1,production,-39.39,174.3,"4,326",269.8,RT,MSL,100000831578,oil/gas,"May 16, 2017","June 16, 2017",CHEAL PETROLEUM LTD
"1,871.00",Mangamingi-1,exploration,-39.42,174.46,"4,326",161.9,KB,MSL,100000591902,oil shows,"January 9, 2007","January 26, 2007",TAG OIL LTD
"1,866.00",Cheal-B2,appraisal,-39.38,174.31,"4,326",257.3,RT,MSL,100000580200,oil/gas,"October 29, 2006","November 9, 2006",AUSTRAL-PACIFIC ENERGY (NZ) LTD
"1,865.00",Manutahi-D4H ST1,appraisal,-39.71,174.4,"4,326",41.94,RT,MSL,100000732444,oil shows,"April 30, 2011","May 24, 2011",ORIGIN ENERGY RESOURCES LTD
"1,864.00",Moturoa-6 ST1,appraisal,-39.06,174.04,"4,326",8.3,DF,MSL,100000609124,shows,"March 6, 2007","March 12, 2007",GREYMOUTH PETROLEUM LTD
"1,863.00",Cheal-B1,exploration,-39.38,174.31,"4,326",257.3,RT,MSL,100000578074,oil/gas,"October 10, 2006","October 25, 2006",AUSTRAL-PACIFIC ENERGY (NZ) LTD
"1,859.00",Moki-1,exploration,-39.97,173.31,"4,326",26,KB,MSL,100000113537,shows,"October 24, 1983","November 11, 1983",TRICENTROL EXPLORATION OVERSEAS LTD
"1,856.00",Cheal-A4,exploration,-39.39,174.3,"4,326",265.6,RT,MSL,100000528774,oil,"October 17, 2004","October 31, 2004",AUSTRAL-PACIFIC ENERGY (NZ) LTD
"1,854.00",Kaipikari-1,exploration,-39.06,174.38,"4,326",193.47,KB,MSL,100000181534,dry,"September 22, 1994","October 10, 1994",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,852.50",Cheal-B5,exploration,-39.38,174.31,"4,326",262.2,RT,MSL,100000732898,oil,"November 4, 2011","November 18, 2011",TAG OIL LTD
"1,850.00",Kaimiro-4,appraisal,-39.16,174.16,"4,326",246.26,KB,MSL,100000167334,shows,"September 28, 1993","October 12, 1993",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,849.00",Surrey 2 ST1,exploration,-39.24,174.22,"4,326",335.25,DF,MSL,100000620219,shows,"October 18, 2007","November 9, 2007",GREYMOUTH PETROLEUM LTD
"1,848.00",Cheal-A7,exploration,-39.39,174.3,"4,326",268.1,RT,MSL,100000628139,oil/gas,"July 4, 2008","July 16, 2008",AUSTRAL-PACIFIC ENERGY (NZ) LTD
"1,845.20",Surrey-2,exploration,-39.24,174.22,"4,326",335,RT,MSL,100000491416,shows,"October 11, 2003","October 18, 2003",WESTECH ENERGY NEW ZEALAND LTD
"1,843.00",Kaimiro-14A,appraisal,-39.14,174.18,"4,326",203.8,KB,MSL,100000787665,shows,"February 7, 1996","February 14, 1996",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,841.00",Mikonui-1,exploration,-42.69,170.15,"4,326",11.3,DF,MSL,100000113555,dry,"July 29, 1981","August 20, 1981",DIAMOND SHAMROCK EXPL. OIL CO (NZ)
"1,835.00",Kaimiro-12,appraisal,-39.19,174.13,"4,326",330.9,KB,MSL,100000206449,shows,"January 4, 1996","January 18, 1996",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,828.80",Te Horo-1,exploration,-37.8,178.46,"4,326",10,KB,MSL,100000022158,dry,"April 16, 1972","May 23, 1972",ALLIANCE PETROLEUM NZ LTD
"1,825.00",Standish-1,exploration,-39.31,174.41,"4,326",200.75,KB,MSL,100000160732,dry,"April 1, 1993","April 12, 1993",NEW ZEALAND OIL AND GAS LTD (NZOG)
"1,825.00",Kakariki-1,exploration,-39.22,174.3,"4,326",205.5,RT,MSL,100000533520,shows,"February 8, 2005","February 14, 2005",TAP OIL LIMITED
"1,822.00",Goldie-2 ST1,appraisal,-39.18,174.17,"4,326",283.6,DF,MSL,100000572129,shows,"April 3, 2006","April 9, 2006",GREYMOUTH PETROLEUM LTD
"1,822.00",Moki-2A,appraisal,-39.99,173.32,"4,326",22,KB,MSL,100000113535,water,"February 2, 1985","February 16, 1985",TRICENTROL EXPLORATION OVERSEAS LTD
"1,821.00",Cheal-B4 ST1,production,-39.38,174.31,"4,326",258.35,RT,MSL,100000712030,oil/gas,"February 23, 2011","February 28, 2011",TAG OIL LTD
"1,819.00",Sidewinder-6,exploration,-39.21,174.2,"4,326",296.8,RT,MSL,100000762184,gas,"February 12, 2013","March 7, 2013",TAG OIL LTD
"1,818.00",Hursthouse-1,exploration,-39.13,174.21,"4,326",165.04,RT,MSL,100000531018,shows,"December 23, 2004","January 20, 2005",BRIDGE PETROLEUM LIMITED
"1,817.00",Toetoe-6A,production,-39.11,174.32,"4,326",123.4,KB,MSL,100000343809,dry,"October 27, 1999","October 31, 1999",FLETCHER CHALLENGE ENERGY TARANAKI
"1,800.00",Clematis-1,exploration,-39.14,174.25,"4,326",191.6,KB,MSL,100000349560,dry,"December 10, 1999","December 24, 1999",INDO-PACIFIC ENERGY LTD
"1,797.00",Hihi-1A,exploration,-39.21,174.26,"4,326",250.1,RT,MSL,100000529598,shows,"November 13, 2004","November 23, 2004",TAP OIL LIMITED
"1,780.00",Eastern Bush-1,exploration,-45.99,167.76,"4,326",200,RT,MSL,100000605377,dry,"April 20, 2007","May 16, 2007",L & M PETROLEUM LTD
"1,776.00",Tahi-1,exploration,-40.08,174.16,"4,326",26,KB,MSL,100000113557,dry,"February 1, 1984","February 15, 1984",PETROLEUM CORPORATION OF NZ EXPL. LTD
"1,772.00",Kaimiro-8,appraisal,-39.17,174.15,"4,326",275,KB,MSL,100000186761,oil,"December 25, 1994","January 5, 1995",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,771.00",Kumara-2A,exploration,-42.57,171.2,"4,326",71.2,KB,MSL,100000113183,shows,"August 16, 1985","September 3, 1985",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,767.00",Manutahi-D3H,appraisal,-39.71,174.4,"4,326",41.97,RT,MSL,100000732439,oil shows,"May 28, 2011","June 28, 2011",ORIGIN ENERGY RESOURCES LTD
"1,764.00",Cheal-B6,appraisal,-39.38,174.31,"4,326",262.3,RT,MSL,100000747454,oil,"December 28, 2011","January 7, 2012",TAG OIL LTD
"1,756.00",Kumara-2,exploration,-42.57,171.2,"4,326",71.2,KB,MSL,100000113182,shows,"May 25, 1985","July 19, 1985",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,748.60",Kauhauroa-5,exploration,-38.94,177.46,"4,326",255.7,RT,MSL,100000314417,gas shows,"April 21, 1999","June 16, 1999",WESTECH ENERGY NEW ZEALAND LTD
"1,740.00",Supplejack-2,exploration,-39.16,174.23,"4,326",184.05,RT,MSL,100000829248,oil/gas,"March 3, 2017","March 20, 2017",TAG OIL LTD
"1,737.00",Totangi-1B,exploration,-38.56,177.73,"4,326",172.5,KB,MSL,100000320140,unknown,"October 12, 1939","November 24, 1939",NZ PETROLEUM EXPLORATION CO LTD
"1,733.00",Goldie-2,exploration,-39.18,174.17,"4,326",284,KB,MSL,100000493433,gas shows,"November 5, 2003","November 16, 2003",GREYMOUTH PETROLEUM LTD
"1,731.00",Salisbury-1 ST1,exploration,-39.24,174.22,"4,326",320.9,DF,MSL,100000704798,dry,"June 6, 2009","June 9, 2009",GREYMOUTH PETROLEUM LTD
"1,729.00",Aratika-3,appraisal,-42.55,171.49,"4,326",118.24,KB,MSL,100000021901,dry,"December 20, 1977","January 19, 1978",OFFSHORE MINING CO. LTD
"1,725.00",Kaimiro-14,appraisal,-39.14,174.18,"4,326",203.8,KB,MSL,100000207179,dry,"January 25, 1996","February 14, 1996",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,723.00",Kaimiro-11,production,-39.16,174.15,"4,326",240.5,KB,MSL,100000204686,water,"October 24, 1995","November 7, 1995",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,723.00",Kaimiro-9,appraisal,-39.16,174.16,"4,326",246.26,KB,MSL,100000199023,oil,"July 20, 1995","August 13, 1995",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,717.00",Kaimiro-16,production,-39.17,174.15,"4,326",274.7,KB,MSL,100000267019,oil,"October 11, 1997","October 29, 1997",FLETCHER CHALLENGE ENERGY TARANAKI
"1,710.00",Honeysuckle-1,exploration,-39.13,174.3,"4,326",147.49,RT,MSL,100000505733,water,"June 16, 2004","June 27, 2004",AUSTRAL-PACIFIC ENERGY (NZ) LTD
"1,700.00",Oru-1,exploration,-39.38,174.39,"4,326",203.7,RT,MSL,100000547381,dry,"November 1, 2005","November 10, 2005",AUSTRAL-PACIFIC ENERGY (NZ) LTD
"1,696.00",Ealing-1,exploration,-44.05,171.48,"4,326",95.4,KB,MSL,100000368081,dry,"October 19, 2000","November 5, 2000",INDO-PACIFIC ENERGY LTD
"1,684.02",Te Rapa-1,exploration,-37.75,175.19,"4,326",0,KB,MSL,100000021869,dry,"January 27, 1964","February 10, 1964",NZ PETROLEUM EXPLORATION CO LTD
"1,677.30",Haku-1,exploration,-42.21,171.22,"4,326",29.9,DF,MSL,100000022154,dry,"September 27, 1970","October 4, 1970",HEMATITE PETROLEUM NZ LTD
"1,663.50",Windsor-1,exploration,-39.17,174.19,"4,326",237.4,KB,MSL,100000364381,shows,"August 22, 2000","August 30, 2000",WESTECH ENERGY NEW ZEALAND LTD
"1,661.10",SFL-1,exploration,-42.59,171.19,"4,326",74.9,GL,MSL,100000113181,gas shows,"September 22, 1942","December 10, 1942",SUPERIOR OIL CO NZ LTD
"1,660.20",Taradale-1,exploration,-39.55,176.82,"4,326",16,KB,MSL,100000022166,dry,"January 1, 1969","January 1, 1969",NZ AQUITAINE PETROLEUM LTD
"1,660.00",Toetoe-2A,appraisal,-39.1,174.33,"4,326",95,KB,MSL,100000113373,dry,"December 2, 1984","December 6, 1984",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,656.00",Kora-2,exploration,-38.36,173.85,"4,326",29.3,KB,MSL,100000113540,water,"June 3, 1988","June 19, 1988",ARCO PETROLEUM NZ INC
"1,655.00",Kaimiro-11 ST1,appraisal,-39.16,174.15,"4,326",238.93,DF,MSL,100000790929,unknown,"November 26, 2012","December 14, 2012",GREYMOUTH PETROLEUM LTD
"1,650.00",J.D. George-1,exploration,-43.92,171.9,"4,326",65.2,KB,MSL,100000021898,dry,"September 11, 1969","October 5, 1969",NZ PETROLEUM EXPLORATION CO LTD
"1,633.00",Kaimiro-17,exploration,-39.18,174.14,"4,326",281,KB,MSL,100000279086,water,"February 26, 1998","March 12, 1998",FLETCHER CHALLENGE ENERGY TARANAKI
"1,630.00",Wingrove-2,exploration,-39.36,174.4,"4,326",203.25,RT,MSL,100000680951,oil shows,"April 21, 2010","April 26, 2010",KEA EXPLORATION LTD
"1,629.10",Tasman-1,exploration,-40.31,173.4,"4,326",34.1,KB,MSL,100000022049,dry,"March 7, 1970","March 27, 1970",NZ AQUITAINE PETROLEUM LTD
"1,624.00",Ruru-1,exploration,-39.66,173.46,"4,326",15,RT,MSL,100000790911,gas shows,"February 13, 2011","February 21, 2012",SHELL TODD OIL SERVICES LIMITED
"1,623.00",Happy Valley-1,exploration,-46.02,167.49,"4,326",146.67,KB,MSL,100000113200,dry,"December 24, 1987","January 12, 1988",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,613.00",Patea-1,exploration,-39.75,174.45,"4,326",39.33,RT,MSL,100000485822,dry,"July 19, 2003","July 30, 2003",SHELL TODD OIL SERVICES LIMITED
"1,604.90",Manutahi-A2,exploration,-39.71,174.41,"4,326",43.43,RT,MSL,100000850268,dry,"July 14, 2018","August 4, 2018",WESTSIDE NZ LTD
"1,604.00",Kaimiro-13,production,-39.17,174.15,"4,326",275,KB,MSL,100000230841,oil,"January 31, 1997","February 14, 1997",FLETCHER CHALLENGE ENERGY TARANAKI
"1,601.75",Sidewinder-1,exploration,-39.21,174.2,"4,326",295.68,RT,MSL,100000707567,gas,"September 18, 2010","October 2, 2010",TAG OIL LTD
"1,600.00",Wingrove-1,exploration,-39.36,174.4,"4,326",204.05,KB,MSL,100000159039,oil,"February 18, 1993","March 4, 1993",NEW ZEALAND OIL AND GAS LTD (NZOG)
"1,600.00",Mako-1,exploration,-39.27,174.34,"4,326",201.5,KB,MSL,100000204682,oil,"November 11, 1995","November 26, 1995",PETROLEUM CORPORATION OF NZ EXPL. LTD
"1,600.00",Happy Valley-1A,exploration,-46.02,167.49,"4,326",146.67,KB,MSL,100000113208,dry,"January 14, 1988","February 6, 1988",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,600.00",Tabla-1,exploration,-39.21,174.18,"4,326",328.65,KB,MSL,100000472459,shows,"December 4, 2002","December 13, 2003",NEW ZEALAND OIL AND GAS LTD (NZOG)
"1,600.00",Takahe-1,exploration,-39.11,174.15,"4,326",171.4,RT,MSL,100000544357,dry,"August 23, 2005","September 2, 2005",TAP OIL LIMITED
"1,597.00",Ratapiko-1,exploration,-39.2,174.33,"4,326",216.72,KB,MSL,100000370736,dry,"January 12, 2001","January 21, 2001",INDO-PACIFIC ENERGY LTD
"1,597.00",Sidewinder-2 ST1,exploration,-39.21,174.2,"4,326",295.33,RT,MSL,100000712606,gas,"March 5, 2011","March 13, 2011",TAG OIL LTD
"1,592.00",Moturoa-7 ST1,production,-39.06,174.04,"4,326",8.3,DF,MSL,100000614114,shows,"September 7, 2007","September 19, 2007",GREYMOUTH PETROLEUM LTD
"1,585.00",Cheal-A8,appraisal,-39.39,174.3,"4,326",268.4,RT,MSL,100000732896,oil/gas,"October 14, 2011","October 28, 2011",TAG OIL LTD
